country,avg_tone,std_tone,count_mentions,count_events,avg_conf,avg_weighted_tone,std_weighted_tone,first_quartile_tone,median_tone,third_quartile_tone
Botswana,-1.0780006428331137,3.5302348040099263,30639,25222,43.952478866803744,-0.9239487777462984,4.155856549834548,-3.11111111111111,-0.89445438282647,1.08695652173913
Japan,-1.1814607163549744,3.3226445085052165,217495,165923,45.170969447573505,-1.1380959117068623,4.196442817194274,-3.10192023633678,-0.89058524173028,0.967117988394586
Tanzania,-0.4658938581518955,3.567844617096993,23936,19006,43.40700200534759,-0.38389469114102576,4.272075701604336,-2.61324041811847,0.0,1.99430199430199
Antigua and Barbuda,0.13681021255716708,5.083958400576407,142,138,62.46478873239437,0.27977468866270433,6.289612991101239,-3.4965034965035,0.917431192660549,3.52941176470588
Mauritius,-0.17467293837430087,3.1363552185350616,3100,2958,47.04838709677419,-0.18947894935667764,3.802610457146045,-1.86915887850467,-0.0801282051282,1.64473684210527
Australia,-1.8368022388181262,3.474694923391222,8769582,1497343,40.06373279821091,-1.733276389663913,4.522617392576744,-4.01913875598086,-1.70818505338078,0.46554934823091
Cameroon,-1.341638367231444,3.693997090239648,18916,15599,46.01871431592303,-1.3070224672984871,4.510988373526976,-3.64741641337387,-0.99502487562189,1.34408602150538
Papua New Guinea,0.008030957369070077,3.7723365751316673,6459,6333,49.27233317851061,0.14762656631272816,4.485308754570762,-2.31578947368421,0.46296296296297,2.54957507082153
Moldova,1.3603337610574562,3.3685364056917346,5836,5754,39.6418779986292,1.390205294237918,4.1056206819655605,-0.21367521367522,1.86084142394822,3.515625
United Kingdom,-1.7235966207980902,3.7516045044525024,6320146,2424222,44.689333126165124,-1.6149156646186895,4.61754270006731,-4.13650465356773,-1.60295930949445,0.740740740740741
South Africa,-2.4328550406579375,3.996735120989732,400526,276445,36.646959248588104,-2.460354803158225,5.197713176711912,-4.97237569060773,-2.25409836065574,0.20140986908359
Burkina Faso,2.32558139534884,0.0,1,1,100.0,2.32558139534884,0.0,2.32558139534884,2.32558139534884,2.32558139534884
Netherlands,-1.5844258568226806,4.118752288293109,23257,18465,45.67786042911811,-1.6576145621596894,5.35064232812804,-4.34782608695652,-0.89206066012489,1.6624843161857
Mali,-1.9784254497527145,2.0866357522800985,41,40,37.073170731707314,-2.125067420919279,3.0763343487266006,-1.42015264225679,-1.42015264225679,-1.42015264225679
Vatican City,-0.08635652297026257,3.837639255949791,12179,7796,57.75597339683061,-0.1549272400640678,4.570875981421861,-2.5297619047619,0.57803468208093,2.5390625
