GlobalEventID. (integer);Day. (integer);MonthYear. (integer);Year. (integer);FractionDate. (floating point;Actor1Code. (string);Actor1Name. (string);Actor1CountryCode. (string);Actor1KnownGroupCode. (string);Actor1EthnicCode. (string);Actor1Religion1Code. (string);Actor1Religion2Code. (string);Actor1Type1Code. (string);Actor1Type2Code. (string);Actor1Type3Code. (string);Actor2Code. (string);Actor2Name. (string);Actor2CountryCode. (string);Actor2KnownGroupCode. (string);Actor2EthnicCode. (string);Actor2Religion1Code. (string);Actor2Religion2Code. (string);Actor2Type1Code. (string);Actor2Type2Code. (string);Actor2Type3Code. (string);IsRootEvent. (integer);EventCode. (string);EventBaseCode. (string);EventRootCode. (string);QuadClass. (integer);GoldsteinScale. (floating point;NumMentions. (integer);NumSources. (integer);NumArticles. (integer);AvgTone. (numeric);Actor1Geo_Type. (integer);Actor1Geo_Fullname. (string);Actor1Geo_CountryCode. (string);Actor1Geo_ADM1Code. (string);Actor1Geo_ADM2Code. (string);Actor1Geo_Lat. (floating point;Actor1Geo_Long. (floating point;Actor1Geo_FeatureID. (string);Actor2Geo_Type. (integer);Actor2Geo_Fullname. (string);Actor2Geo_CountryCode. (string);Actor2Geo_ADM1Code. (string);Actor2Geo_ADM2Code. (string);Actor2Geo_Lat. (floating point;Actor2Geo_Long. (floating point;Actor2Geo_FeatureID. (string);ActionGeo_Type. (integer);ActionGeo_Fullname. (string);ActionGeo_CountryCode. (string);ActionGeo_ADM1Code. (string);ActionGeo_ADM2Code. (string);ActionGeo_Lat. (floating point;ActionGeo_Long. (floating point;ActionGeo_FeatureID. (string);DATEADDED. (integer);SOURCEURL. (string)
707237355;20171115;201711;2017;2017.8630;BUS;AIRLINE;;;;;;BUS;;;;;;;;;;;;;0;20;20;2;1;3.0;6;1;6;-1.10803324099723;1;Brazil;BR;BR;;-10;-55;BR;0;;;;;;;;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;2,02E+13;http://www.scoop.co.nz/stories/BU1711/S00501/airline-fined-over-boarding-unauthorised-passenger.htm
707237356;20171115;201711;2017;2017.8630;BUS;CORPORATION;;;;;;BUS;;;;;;;;;;;;;0;30;30;3;1;4.0;10;1;10;-1.64765525982256;4;Tubara, Atlíçico, Colombia;CO;CO04;13495;10.8744;-74.9789;-600694;0;;;;;;;;4;Tubara, Atlíçico, Colombia;CO;CO04;13495;10.8744;-74.9789;-600694;2,02E+13;http://globenewswire.com/news-release/2017/11/15/1193796/0/en/Canacol-Energy-Ltd-Makes-9th-Consecutive-Gas-Discovery-in-Colombia.html
707237357;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;;;;;;;;;;;1;31;31;3;1;5.2;10;1;10;2.21238938053098;3;San Antonio, Texas, United States;US;USTX;TX029;29.4241;-98.4936;1380951;0;;;;;;;;3;San Antonio, Texas, United States;US;USTX;;29.4241;-98.4936;1380951;2,02E+13;https://www.ksat.com/news/sa-entrepreneur-becomes-first-tech-startup-leader-to-be-named-to-forbes-list
707237358;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;;;;;;;;;;;1;33;33;3;1;5.2;10;1;10;2.29508196721311;4;Waltham, Leicestershire, United Kingdom;UK;UKH5;40126;52.8;-0.8;-2610829;0;;;;;;;;4;Waltham, Leicestershire, United Kingdom;UK;UKH5;40126;52.8;-0.8;-2610829;2,02E+13;http://www.guardian-series.co.uk/news/15663397.Lampposts_to_be_fitted_with_small_cell_technology_to_improve_mobile_coverage_and_Wi_Fi_access/
707237359;20171115;201711;2017;2017.8630;BUS;PRODUCER;;;;;;BUS;;;;;;;;;;;;;0;33;33;3;1;5.2;10;1;10;-2.30769230769231;3;Reeves County, Texas, United States;US;USTX;TX389;31.3001;-103.667;1383980;0;;;;;;;;3;Reeves County, Texas, United States;US;USTX;;31.3001;-103.667;1383980;2,02E+13;http://www.naturalgasintel.com/articles/112459-permian-san-juan-eps-wasting-natgas-through-flaring-says-edf
707237360;20171115;201711;2017;2017.8630;BUS;BUSINESS;;;;;;BUS;;;;;;;;;;;;;1;43;43;4;1;2.8;1;1;1;3.20284697508896;3;Kettleman City, California, United States;US;USCA;CA031;36.0083;-119.962;1652733;0;;;;;;;;3;Kettleman City, California, United States;US;USCA;;36.0083;-119.962;1652733;2,02E+13;https://techcrunch.com/2017/11/15/tesla-opens-two-largest-supercharger-stations-and-a-customer-lounge/
707237361;20171115;201711;2017;2017.8630;BUS;BANK;;;;;;BUS;;;;;;;;;;;;;1;46;46;4;1;7.0;3;1;3;0.67001675041876;2;Tennessee, United States;US;USTN;;35.7449;-86.7489;TN;0;;;;;;;;2;Tennessee, United States;US;USTN;;35.7449;-86.7489;TN;2,02E+13;http://www.tennessean.com/story/news/local/dickson/2017/11/15/robby-harmon-named-dicksons-new-vice-mayor/864588001/
707237362;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;;;;;;;;;;;1;51;51;5;1;3.4;2;1;2;2.29508196721311;4;Waltham, Leicestershire, United Kingdom;UK;UKH5;40126;52.8;-0.8;-2610829;0;;;;;;;;4;Waltham, Leicestershire, United Kingdom;UK;UKH5;40126;52.8;-0.8;-2610829;2,02E+13;http://www.guardian-series.co.uk/news/15663397.Lampposts_to_be_fitted_with_small_cell_technology_to_improve_mobile_coverage_and_Wi_Fi_access/
707237363;20171115;201711;2017;2017.8630;BUS;TANKER;;;;;;BUS;;;;;;;;;;;;;1;61;61;6;2;6.4;10;1;10;-1.73310225303293;4;Prince Rupert, British Columbia, Canada;CA;CA02;154724;54.3167;-130.333;-571743;0;;;;;;;;4;Prince Rupert, British Columbia, Canada;CA;CA02;154724;54.3167;-130.333;-571743;2,02E+13;http://www.naturalgasintel.com/articles/112460-ngtl-forecasting-growing-canadian-lng-exports
707237364;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;;;;;;;;;;;0;70;70;7;2;7.0;5;1;5;9.13838120104439;4;Toronto, Ontario, Canada;CA;CA08;12686;43.6667;-79.4167;-574890;0;;;;;;;;4;Toronto, Ontario, Canada;CA;CA08;12686;43.6667;-79.4167;-574890;2,02E+13;http://realscreen.com/2017/11/15/doc-institute-to-celebrate-luminary-canadian-doc-makers/
707237365;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;;;;;;;;;;;1;84;84;8;2;7.0;10;1;10;-5.95238095238095;2;Illinois, United States;US;USIL;;40.3363;-89.0022;IL;0;;;;;;;;2;Illinois, United States;US;USIL;;40.3363;-89.0022;IL;2,02E+13;http://www.newsweek.com/peter-thiel-herpes-vaccine-southern-illinois-university-rational-vaccines-712196
707237366;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;;;;;;;;;;;0;141;141;14;3;-6.5;3;1;3;-1.82684670373312;3;Chicago, Illinois, United States;US;USIL;IL031;41.85;-87.6501;423587;0;;;;;;;;3;Chicago, Illinois, United States;US;USIL;IL031;41.85;-87.6501;423587;2,02E+13;http://www.railwayage.com/index.php/blogs/william-vantuono/guest-blog-are-we-doomed-to-repeat-our-mistakes.html
707237367;20171115;201711;2017;2017.8630;BUS;AIRLINE;;;;;;BUS;;;;;;;;;;;;;0;173;173;17;4;-5.0;6;1;6;-1.10803324099723;1;Brazil;BR;BR;;-10;-55;BR;0;;;;;;;;1;Brazil;BR;BR;;-10;-55;BR;2,02E+13;http://www.scoop.co.nz/stories/BU1711/S00501/airline-fined-over-boarding-unauthorised-passenger.htm
707237368;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;BRA;BRAZIL;BRA;;;;;;;;1;10;10;1;1;0.0;4;1;4;-3.50194552529183;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;2,02E+13;https://www.mmafighting.com/2017/11/15/16656050/five-fighters-released-ufc
707237369;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;BRA;BRAZIL;BRA;;;;;;;;1;13;13;1;1;0.4;1;1;1;-3.50194552529183;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;4;Colombo, Western, Sri Lanka;CE;CE36;25852;6.93194;79.8478;-2214877;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;2,02E+13;https://www.mmafighting.com/2017/11/15/16656050/five-fighters-released-ufc
707237370;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;BRA;BRAZIL;BRA;;;;;;;;1;13;13;1;1;0.4;2;1;2;-3.50194552529183;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;4;Sao Paulo, Sí£Paulo, Brazil;BR;BR27;11543;-23.5333;-46.6167;-671824;2,02E+13;https://www.mmafighting.com/2017/11/15/16656050/five-fighters-released-ufc
707237371;20171115;201711;2017;2017.8630;BUS;BUSINESS;;;;;;BUS;;;BUSEDU;BUSINESS;;;;;;BUS;EDU;;0;36;36;3;1;4.0;5;1;5;1.49750415973378;3;Tucumcari, New Mexico, United States;US;USNM;NM037;35.1717;-103.725;915909;3;Tucumcari, New Mexico, United States;US;USNM;NM037;35.1717;-103.725;915909;3;Tucumcari, New Mexico, United States;US;USNM;NM037;35.1717;-103.725;915909;2,02E+13;http://newscenter.nmsu.edu/Articles/view/12815/nmsu-to-host-eighth-annual-forage-growers-workshop-in-los-lunas
707237372;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;CAN;CANADA;CAN;;;;;;;;0;20;20;2;1;3.0;2;1;2;-0.97357440890125;4;Winnipeg, Manitoba, Canada;CA;CA03;12577;49.8833;-97.1667;-576096;4;Winnipeg, Manitoba, Canada;CA;CA03;12577;49.8833;-97.1667;-576096;4;Winnipeg, Manitoba, Canada;CA;CA03;12577;49.8833;-97.1667;-576096;2,02E+13;https://www.winnipegfreepress.com/business/most-actively-traded-companies-on-the-tsx-457801853.html
707237373;20171115;201711;2017;2017.8630;BUS;TRADER;;;;;;BUS;;;CAN;BAFFIN ISLAND;CAN;;;;;;;;1;43;43;4;1;2.8;10;1;10;-4.98489425981873;4;Cape Crauford, Nunavut, Canada;CA;CA14;12638;73.7333;-84.85;-563130;4;Cape Crauford, Nunavut, Canada;CA;CA14;12638;73.7333;-84.85;-563130;4;Cape Crauford, Nunavut, Canada;CA;CA14;12638;73.7333;-84.85;-563130;2,02E+13;https://quillandquire.com/review/thou-shalt-do-no-murder-inuit-injustice-and-the-canadian-arctic/
707237374;20171115;201711;2017;2017.8630;BUS;BUSINESS;;;;;;BUS;;;COP;POLICE;;;;;;COP;;;1;42;42;4;1;1.9;10;1;10;-3.52422907488987;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;2,02E+13;http://www.ydr.com/story/news/2017/11/15/gettysburg-police-warn-remembrance-day-threat/868064001/
707237375;20171115;201711;2017;2017.8630;BUS;COMPANIES;;;;;;BUS;;;CVL;THE POOR;;;;;;CVL;;;0;61;61;6;2;6.4;5;1;5;-3.24022346368715;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;2,02E+13;http://www.dhakatribune.com/climate-change/2017/11/16/draft-loss-damage-policy-adopted-without-addressing-questions-finance/
707237376;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;EDUHLH;UNIVERSITY;;;;;;EDU;HLH;;1;42;42;4;1;1.9;10;1;10;-6.60377358490566;0;;;;;;;;0;;;;;;;;0;;;;;;;;2,02E+13;http://www.localsyr.com/news/cortland-co-lumber-worker-injured-when-his-foot-gets-trapped-in-a-conveyor-belt/858025670
707237377;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;ELI;FIRST LADY;;;;;;ELI;;;1;10;10;1;1;0.0;3;1;3;1.41414141414141;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2,02E+13;https://www.washingtonpost.com/news/reliable-source/wp/2017/11/15/herve-pierre-who-designed-melania-trumps-inauguration-gown-is-launching-a-dress-collection/
707237378;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;FRA;FRANCE;FRA;;;;;;;;1;10;10;1;1;0.0;2;1;2;1.41414141414141;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2,02E+13;https://www.washingtonpost.com/news/reliable-source/wp/2017/11/15/herve-pierre-who-designed-melania-trumps-inauguration-gown-is-launching-a-dress-collection/
707237379;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;FRA;FRANCE;FRA;;;;;;;;1;80;80;8;2;5.0;1;1;1;1.41414141414141;1;France;FR;FR;;46;2;FR;1;France;FR;FR;;46;2;FR;1;France;FR;FR;;46;2;FR;2,02E+13;https://www.washingtonpost.com/news/reliable-source/wp/2017/11/15/herve-pierre-who-designed-melania-trumps-inauguration-gown-is-launching-a-dress-collection/
707237380;20171115;201711;2017;2017.8630;BUS;EMPLOYER;;;;;;BUS;;;GBR;LONDON;GBR;;;;;;;;1;46;46;4;1;7.0;1;1;1;4.62287104622871;4;Lewisham, Lewisham, United Kingdom;UK;UKH6;40133;51.45;-0.016667;-2601073;4;London, London, City of, United Kingdom;UK;UKH9;40110;51.5;-0.116667;-2601889;4;Lewisham, Lewisham, United Kingdom;UK;UKH6;40133;51.45;-0.016667;-2601073;2,02E+13;http://www.eastlondonlines.co.uk/2017/11/living-wage-lewisham-increase-employee-rights/
707237381;20171115;201711;2017;2017.8630;BUS;INVESTOR;;;;;;BUS;;;GOV;GOVERNMENT;;;;;;GOV;;;1;12;12;1;1;-0.4;6;1;6;0.636942675159233;4;Katikati, New Zealand (general), New Zealand;NZ;NZ00;22389;-37.55;175.917;-1511687;4;Kaimai, New Zealand (general), New Zealand;NZ;NZ00;22389;-37.8333;175.967;-1511435;4;Kaimai, New Zealand (general), New Zealand;NZ;NZ00;22389;-37.8333;175.967;-1511435;2,02E+13;http://www.sunlive.co.nz/news/166957-wet-spring-eases-real-estate-market.html
707237382;20171115;201711;2017;2017.8630;BUS;INVESTOR;;;;;;BUS;;;GOV;GOVERNMENT;;;;;;GOV;;;1;12;12;1;1;-0.4;4;1;4;0.636942675159233;4;Katikati, New Zealand (general), New Zealand;NZ;NZ00;22389;-37.55;175.917;-1511687;4;Kaimai, New Zealand (general), New Zealand;NZ;NZ00;22389;-37.8333;175.967;-1511435;4;Katikati, New Zealand (general), New Zealand;NZ;NZ00;22389;-37.55;175.917;-1511687;2,02E+13;http://www.sunlive.co.nz/news/166957-wet-spring-eases-real-estate-market.html
707237383;20171115;201711;2017;2017.8630;BUS;BANK;;;;;;BUS;;;GOV;PRESIDENT;;;;;;GOV;;;1;46;46;4;1;7.0;7;1;7;0.67001675041876;2;Tennessee, United States;US;USTN;;35.7449;-86.7489;TN;2;Tennessee, United States;US;USTN;;35.7449;-86.7489;TN;2;Tennessee, United States;US;USTN;;35.7449;-86.7489;TN;2,02E+13;http://www.tennessean.com/story/news/local/dickson/2017/11/15/robby-harmon-named-dicksons-new-vice-mayor/864588001/
707237384;20171115;201711;2017;2017.8630;BUS;BANK;;;;;;BUS;;;IND;NEW DELHI;IND;;;;;;;;1;51;51;5;1;3.4;1;1;1;1.02827763496144;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;4;Jammu, Jammu and Kashmir, India;IN;IN12;72851;32.7333;74.8667;-2098228;4;Jammu, Jammu and Kashmir, India;IN;IN12;72851;32.7333;74.8667;-2098228;2,02E+13;http://news.statetimes.in/governor-to-inaugurate-national-conference-on-fungal-biology-on-nov-16/
707237385;20171115;201711;2017;2017.8630;BUS;BANK;;;;;;BUS;;;IND;NEW DELHI;IND;;;;;;;;1;51;51;5;1;3.4;1;1;1;1.02827763496144;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;4;Jammu, Jammu and Kashmir, India;IN;IN12;72851;32.7333;74.8667;-2098228;2,02E+13;http://news.statetimes.in/governor-to-inaugurate-national-conference-on-fungal-biology-on-nov-16/
707237386;20171115;201711;2017;2017.8630;BUS;BUSINESS;;;;;;BUS;;;ITA;ITALY;ITA;;;;;;;;1;42;42;4;1;1.9;7;1;7;-1.35135135135135;3;Macon County, Alabama, United States;US;USAL;AL087;32.4001;-85.8166;161569;3;Macon County, Alabama, United States;US;USAL;;32.4001;-85.8166;161569;3;Macon County, Alabama, United States;US;USAL;;32.4001;-85.8166;161569;2,02E+13;http://www.montgomeryadvertiser.com/story/news/2017/11/15/macon-county-official-dies-trip-italy/866534001/
707237387;20171115;201711;2017;2017.8630;BUS;BUSINESS;;;;;;BUS;;;ITA;ITALY;ITA;;;;;;;;1;42;42;4;1;1.9;1;1;1;-1.35135135135135;1;Italy;IT;IT;;42.833333;12.833333;IT;3;Macon County, Alabama, United States;US;USAL;;32.4001;-85.8166;161569;3;Macon County, Alabama, United States;US;USAL;;32.4001;-85.8166;161569;2,02E+13;http://www.montgomeryadvertiser.com/story/news/2017/11/15/macon-county-official-dies-trip-italy/866534001/
707237388;20171115;201711;2017;2017.8630;BUS;MERCHANT;;;;;;BUS;;;KWT;KUWAIT;KWT;;;;;;;;1;100;100;10;3;-5.0;10;1;10;-1.76767676767677;1;Kuwait;KU;KU;;29.5;47.75;KU;1;Kuwait;KU;KU;;29.5;47.75;KU;1;Kuwait;KU;KU;;29.5;47.75;KU;2,02E+13;http://www.4-traders.com/KUWAIT-FOOD-COMPANY-KSCP-6500626/news/Kuwait-Food-KSCP-Merchants-demand-action-as-slow-lab-tests-drive-vegetable-prices-up-25514343/
707237389;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;LAB;EMPLOYEE;;;;;;LAB;;;1;112;112;11;3;-2.0;10;1;10;-4.61538461538461;0;;;;;;;;0;;;;;;;;0;;;;;;;;2,02E+13;http://www.johnsoncitypress.com/State/2017/11/15/Former-Pilot-exec-Haslam-loved-trucking-rip-off-scheme.html
707237390;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;LAB;EMPLOYEE;;;;;;LAB;;;1;190;190;19;4;-10.0;10;1;10;-4.61538461538461;0;;;;;;;;0;;;;;;;;0;;;;;;;;2,02E+13;http://www.johnsoncitypress.com/State/2017/11/15/Former-Pilot-exec-Haslam-loved-trucking-rip-off-scheme.html
707237391;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;LBR;LIBERIA;LBR;;;;;;;;1;51;51;5;1;3.4;2;1;2;1.35501355013551;1;Liberia;LI;LI;;6.5;-9.5;LI;1;Liberia;LI;LI;;6.5;-9.5;LI;1;Liberia;LI;LI;;6.5;-9.5;LI;2,02E+13;http://www.hellenicshippingnews.com/prevention-at-sea-cleans-up-with-another-award-for-its-oil-record-book-software/
707237392;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;LEG;CONGRESS;;;;;;LEG;;;0;43;43;4;1;2.8;5;1;5;-1.82684670373312;3;Chicago, Illinois, United States;US;USIL;IL031;41.85;-87.6501;423587;3;Chicago, Illinois, United States;US;USIL;IL031;41.85;-87.6501;423587;3;Chicago, Illinois, United States;US;USIL;IL031;41.85;-87.6501;423587;2,02E+13;http://www.railwayage.com/index.php/blogs/william-vantuono/guest-blog-are-we-doomed-to-repeat-our-mistakes.html
707237393;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;MED;WEBSITE;;;;;;MED;;;0;20;20;2;1;3.0;1;1;1;-0.97357440890125;4;Winnipeg, Manitoba, Canada;CA;CA03;12577;49.8833;-97.1667;-576096;4;Winnipeg, Manitoba, Canada;CA;CA03;12577;49.8833;-97.1667;-576096;4;Winnipeg, Manitoba, Canada;CA;CA03;12577;49.8833;-97.1667;-576096;2,02E+13;https://www.winnipegfreepress.com/business/most-actively-traded-companies-on-the-tsx-457801853.html
707237394;20171115;201711;2017;2017.8630;BUS;COMPANIES;;;;;;BUS;;;MED;WEBSITE;;;;;;MED;;;0;36;36;3;1;4.0;10;1;10;-3.24022346368715;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;2,02E+13;http://www.dhakatribune.com/climate-change/2017/11/16/draft-loss-damage-policy-adopted-without-addressing-questions-finance/
707237395;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;MED;MEDIA;;;;;;MED;;;0;163;163;16;4;-8.0;6;3;6;-1.95270106882043;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2,02E+13;http://www.sfgate.com/entertainment/television/article/Coffee-maker-smashings-end-but-Keurig-s-ad-plans-12360519.php
707237396;20171115;201711;2017;2017.8630;BUS;BUSINESS;;;;;;BUS;;;MNCDEU;DEUTSCHE BANK;DEU;;;;;MNC;;;1;46;46;4;1;7.0;30;3;30;0.182321540665163;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2,02E+13;https://www.marketwatch.com/story/deutsche-bank-adds-to-us-and-international-cash-trading-in-new-york-2017-11-15
707237397;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;MYS;SARAWAK;MYS;;;;;;;;1;43;43;4;1;2.8;6;1;6;4.77611940298508;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;2,02E+13;http://www.theborneopost.com/2017/11/16/stb-attends-womex-to-promote-rwmf/
707237398;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;MYS;SARAWAK;MYS;;;;;;;;1;43;43;4;1;2.8;4;1;4;4.77611940298508;1;Poland;PL;PL;;52;20;PL;1;Poland;PL;PL;;52;20;PL;1;Poland;PL;PL;;52;20;PL;2,02E+13;http://www.theborneopost.com/2017/11/16/stb-attends-womex-to-promote-rwmf/
707237399;20171115;201711;2017;2017.8630;BUS;INDUSTRY;;;;;;BUS;;;NGA;NIGERIA;NGA;;;;;;;;1;40;40;4;1;1.0;2;1;2;5.1792828685259;4;London, London, City of, United Kingdom;UK;UKH9;40110;51.5;-0.116667;-2601889;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;4;London, London, City of, United Kingdom;UK;UKH9;40110;51.5;-0.116667;-2601889;2,02E+13;https://theeagleonline.com.ng/icao-designates-air-peace-official-airline-of-world-aviation-forum/
707237400;20171115;201711;2017;2017.8630;BUS;AIRLINE;;;;;;BUS;;;NZL;NEW ZEALAND;NZL;;;;;;;;1;10;10;1;1;0.0;10;1;10;-1.10803324099723;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;2,02E+13;http://www.scoop.co.nz/stories/BU1711/S00501/airline-fined-over-boarding-unauthorised-passenger.htm
707237401;20171115;201711;2017;2017.8630;BUS;AIRLINE;;;;;;BUS;;;NZL;NEW ZEALAND;NZL;;;;;;;;1;20;20;2;1;3.0;10;1;10;-1.10803324099723;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;2,02E+13;http://www.scoop.co.nz/stories/BU1711/S00501/airline-fined-over-boarding-unauthorised-passenger.htm
707237402;20171115;201711;2017;2017.8630;BUS;AIRLINE;;;;;;BUS;;;NZL;NEW ZEALAND;NZL;;;;;;;;1;173;173;17;4;-5.0;10;1;10;-1.10803324099723;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;4;Manukau, New Zealand (general), New Zealand;NZ;NZ00;22385;-35.2333;173.217;-1513321;2,02E+13;http://www.scoop.co.nz/stories/BU1711/S00501/airline-fined-over-boarding-unauthorised-passenger.htm
707237403;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;RUS;RUSSIAN;RUS;;;;;;;;0;60;60;6;2;6.0;1;1;1;-0.54811205846529;1;Canada;CA;CA;;60;-96;CA;1;Canada;CA;CA;;60;-96;CA;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;2,02E+13;https://townhall.com/tipsheet/guybenson/2017/11/15/is-uranium-one-a-real-story-or-not-n2409862
707237404;20171115;201711;2017;2017.8630;BUS;COMPANIES;;;;;;BUS;;;RUS;RUSSIA;RUS;;;;;;;;0;70;70;7;2;7.0;2;1;2;-0.54811205846529;1;Canada;CA;CA;;60;-96;CA;4;Kremlin, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;1;Canada;CA;CA;;60;-96;CA;2,02E+13;https://townhall.com/tipsheet/guybenson/2017/11/15/is-uranium-one-a-real-story-or-not-n2409862
707237405;20171115;201711;2017;2017.8630;BUS;COMPANIES;;;;;;BUS;;;RUS;RUSSIA;RUS;;;;;;;;0;70;70;7;2;7.0;2;1;2;-0.54811205846529;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;4;Kremlin, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;4;Kremlin, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;2,02E+13;https://townhall.com/tipsheet/guybenson/2017/11/15/is-uranium-one-a-real-story-or-not-n2409862
707237406;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;RUSELI;RUSSIAN;RUS;;;;;ELI;;;1;31;31;3;1;5.2;5;1;5;1.31004366812227;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;4;Moscow, Moskva, Russia;RS;RS48;25106;55.7522;37.6156;-2960561;2,02E+13;https://lobotero.com/2017/11/15/closing-thought-15nov17/
707237407;20171115;201711;2017;2017.8630;BUS;COMPANY;;;;;;BUS;;;SGP;SINGAPORE;SGP;;;;;;;;1;70;70;7;2;7.0;5;1;5;2.71084337349398;1;Singapore;SN;SN;;1.366667;103.8;SN;1;Singapore;SN;SN;;1.366667;103.8;SN;1;Singapore;SN;SN;;1.366667;103.8;SN;2,02E+13;http://www.tnp.sg/news/singapore/neighbours-step-help-couple-after-e-scooter-fire
